abn,name,category,sources,state,postcode,age_years,gst_registered,is_current_entity,acn,main_trading_name,phone,email,business_url,found_at_url
35001355899,Fanuc Oceania Pty Ltd,Manufacturing,AMTIL,NSW,2148,26,true,false,"","","","","",https://amtil.com.au/directory/
97057888552,Outerspace Design Group,Manufacturing,NorthLink-MfgPartner,VIC,3067,26,true,false,"","","","","",https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/
74000014175,Quaker Houghton Australia Pty Ltd,Manufacturing,AMTIL,VIC,3189,26,true,false,"","","","","",https://amtil.com.au/directory/
62000020100,Harrington Industries Pty Ltd,Manufacturing,AMTIL,NSW,2211,26,true,false,"","","","","",https://amtil.com.au/directory/
96000286957,Hare & Forbes Machineryhouse,Manufacturing,AMTIL,NSW,2152,26,true,false,"","","","","",https://amtil.com.au/directory/
73065365031,Food Process Engineering,Service Provider,NorthLink-FoodSvc,VIC,3095,26,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/service-provider-directory/
59081618055,Bottcher Australia,Manufacturing,AMTIL,NSW,2164,26,true,false,"","","","","",https://amtil.com.au/directory/
25004607514,Delahenty Machinery Pty Ltd,Manufacturing,AMTIL,VIC,3180,26,true,false,"","","","","",https://amtil.com.au/directory/
79003244942,Machine Technology,Manufacturing,AMTIL,NSW,2217,25,true,false,"","","","","",https://amtil.com.au/directory/
17000834999,Kennametal Australia Pty Ltd,Manufacturing,AMTIL,VIC,4129,25,true,false,"","","","","",https://amtil.com.au/directory/
65005953168,Flavour Makers,Manufacturing,AMTIL,VIC,3195,25,true,false,"","","","","",https://amtil.com.au/directory/
64056356677,Camco Cutting Tools International Pty Ltd,Manufacturing,AMTIL,VIC,3043,25,true,false,"","","","","",https://amtil.com.au/directory/
67005573660,Barker Trailers,Manufacturing,NorthLink-MfgPartner,VIC,3442,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/
32060673396,3D Systems Asia-Pacific Pty Ltd,Manufacturing,AMTIL,NSW,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
14006135940,Ajay Engineering Co.,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
79004510972,Ronson Gears Pty Ltd,Manufacturing,AMTIL,VIC,3190,25,true,false,"","","","","",https://amtil.com.au/directory/
94007441689,Waddell Engineering,Manufacturing,AMTIL,VIC,3190,25,true,false,"","","","","",https://amtil.com.au/directory/
71064692360,AUTOMATION BY DESIGN,"",ABR-Search,VIC,3180,25,true,false,"","","","","",""
46003154452,PLATFORM G,"",ABR-Search,NSW,2022,25,true,false,"","","","","",""
18000008211,Okuma Australia Pty Ltd,Manufacturing,AMTIL,VIC,3178,25,true,false,"","","","","",https://amtil.com.au/directory/
66006029296,CNC Design Pty Ltd,Manufacturing,AMTIL,VIC,3131,25,true,false,"","","","","",https://amtil.com.au/directory/
47001145651,SEI Carbide Australia Pty Ltd,Manufacturing,AMTIL,NSW,2750,25,true,false,"","","","","",https://amtil.com.au/directory/
83089091298,TLV Pty Ltd,Manufacturing,AMTIL,VIC,3131,25,true,false,"","","","","",https://amtil.com.au/directory/
59006590174,Amiga Engineering Pty Ltd,Manufacturing,"AMTIL,NorthLink-MfgPartner",VIC,3043,25,true,true,006590174,AMIGA ENGINEERING PTY. LTD.,"","",https://amigaeng.com.au/,https://amtil.com.au/directory/
50004436711,Hardman Bros Pty Ltd,Manufacturing,AMTIL,VIC,3172,25,true,false,"","","","","",https://amtil.com.au/directory/
50006867607,Exquisine,Manufacturing,NorthLink-FoodMfg,VIC,3071,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
20004703002,FL Smidth Abon Pty Ltd,Manufacturing,AMTIL,VIC,4008,25,true,false,"","","","","",https://amtil.com.au/directory/
66004442442,Moss Products Pty Ltd,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
39002367106,Superior Saws Pty Ltd,Manufacturing,AMTIL,NSW,2164,25,true,false,"","","","","",https://amtil.com.au/directory/
48007314632,ABSS,Manufacturing,AMTIL,VIC,3033,25,true,false,"","","","","",https://amtil.com.au/directory/
12004175731,Sutton Tools,Manufacturing,AMTIL,VIC,3074,25,true,false,"","","","","",https://amtil.com.au/directory/
14083762387,Amada Oceania Pty Ltd,Manufacturing,AMTIL,NSW,2153,25,true,false,"","","","","",https://amtil.com.au/directory/
65009205243,SIMULATION MODELLING SERVICES PTY. LTD.,"",ABR-Search,NSW,2302,25,true,false,"","","","","",""
13007020439,Camplex Pty Ltd,Manufacturing,AMTIL,VIC,3121,25,true,false,"","","","","",https://amtil.com.au/directory/
58003931744,Fantid Pty Ltd (Hasmot),Manufacturing,AMTIL,NSW,2481,25,true,false,"","","","","",https://amtil.com.au/directory/
40005377588,SYSTOM PTY. LIMITED,"",ABR-Search,VIC,3444,25,true,false,"","","","","",""
74053177898,Consep Pty Ltd,Manufacturing,AMTIL,NSW,2164,25,true,false,"","","","","",https://amtil.com.au/directory/
79006171035,Infinitev,Manufacturing,AMTIL,VIC,3173,25,true,true,006171035,INNOVATIVE MECHATRONICS GROUP PTY LTD,"","","",https://amtil.com.au/directory/
63004939860,MFB Products Pty Ltd,Manufacturing,AMTIL,VIC,3180,25,true,false,"","","","","",https://amtil.com.au/directory/
34004320361,Maton Guitars Pty Ltd,Manufacturing,AMTIL,VIC,3128,25,true,false,"","","","","",https://amtil.com.au/directory/
14003491727,4CONTROL AUTOMATION,"",ABR-Search,NSW,2333,25,true,false,"","","","","",""
38073980999,Colterlec,Manufacturing,AMTIL,NSW,2304,25,true,false,"","","","","",https://amtil.com.au/directory/
28003337442,Seco Tools Australia Pty Ltd,Manufacturing,AMTIL,NSW,2148,25,true,false,"","","","","",https://amtil.com.au/directory/
58001215792,Mitsubishi Electric Australia Pty Ltd,Manufacturing,AMTIL,NSW,2116,25,true,false,"","","","","",https://amtil.com.au/directory/
40003587488,Cammthane Pty Ltd,Manufacturing,AMTIL,NSW,2527,25,true,false,"","","","","",https://amtil.com.au/directory/
58209574933,Adelaide Training and Employment Centre Inc,Education/Training,RTO,SA,5013,25,true,false,"","","","","",https://training.gov.au/organisation/details/0022
94005178549,Baron Rubber,Manufacturing,AMTIL,VIC,3047,25,true,false,"","","","","",https://amtil.com.au/directory/
79069417563,Emona Instruments Pty Ltd,Manufacturing,AMTIL,VIC,2050,25,true,false,"","","","","",https://amtil.com.au/directory/
38000289958,Hobson Engineering Co Pty Ltd,Manufacturing,AMTIL,NSW,2766,25,true,false,"","","","","",https://amtil.com.au/directory/
76081598772,Robotic Automation,Manufacturing,AMTIL,NSW,2761,25,true,false,"","","","","",https://amtil.com.au/directory/
80004239696,Parish Engineering Company Pty Ltd,Manufacturing,AMTIL,VIC,3189,25,true,false,"","","","","",https://amtil.com.au/directory/
11198205578,Hillmartin Distillery,Manufacturing,NorthLink-FoodMfg,VIC,3090,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
52003191302,TELEMETRICS PTY LTD,"",ABR-Search,NSW,2061,25,true,false,"","","","","",""
94001831554,AUTOMATION CONSULTANTS AUSTRALIA PTY LTD,"",ABR-Search,NSW,2067,25,true,false,"","","","","",""
13077637104,Advatek Pty Ltd,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
14006988530,Jenera,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
47058026314,Laser 3D,Manufacturing,AMTIL,VIC,3173,25,true,false,"","","","","",https://amtil.com.au/directory/
47005126876,Schmalz Australia,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
53053413817,Techni Waterjet Pty Ltd,Manufacturing,AMTIL,VIC,3124,25,true,false,"","","","","",https://amtil.com.au/directory/
81066744572,IMTS Machinery,Manufacturing,AMTIL,VIC,3008,25,true,false,"","","","","",https://amtil.com.au/directory/
71080736456,ASHT Pty Ltd,Education/Training,RTO,SA,5000,25,true,false,"","","","","",https://training.gov.au/organisation/details/0137
54050998493,The Suzan Johnston Organization (Aust) Pty Ltd,Education/Training,RTO,VIC,3000,25,true,false,"","","","","",https://training.gov.au/organisation/details/0170
83005063847,Acra Machinery Pty Ltd,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
48083423938,IFM Efector,Manufacturing,AMTIL,VIC,3170,25,true,false,"","","","","",https://amtil.com.au/directory/
58006182798,Panelprint Pty Ltd,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
67079682661,DECISION MODELLING GROUP PTY LIMITED,"",ABR-Search,NSW,2132,25,true,false,"","","","","",""
68003337611,ABB Australia Pty Ltd,Manufacturing,AMTIL,VIC,2170,25,true,false,"","","","","",https://amtil.com.au/directory/
83069941662,Romheld Automation Pty Ltd,Manufacturing,AMTIL,NSW,2567,25,true,false,"","","","","",https://amtil.com.au/directory/
55813413812,Stahl Engineering,Manufacturing,AMTIL,VIC,3058,25,true,false,"","","","","",https://amtil.com.au/directory/
36003419789,Mobile Welding Services Pty Ltd,Education/Training,RTO,NSW,2765,25,true,false,"","","","","",https://training.gov.au/organisation/details/0485
92056460845,AXT Pty Ltd,Manufacturing,AMTIL,NSW,2102,25,true,false,"","","","","",https://amtil.com.au/directory/
85058316902,Epicor,Manufacturing,AMTIL,NSW,2060,25,true,false,"","","","","",https://amtil.com.au/directory/
36007305231,Invenio Pty Ltd,Manufacturing,AMTIL,VIC,3128,25,true,false,"","","","","",https://amtil.com.au/directory/
24095627005,Precision Specialty Tooling Pty Ltd,Manufacturing,AMTIL,VIC,3074,25,true,false,"","","","","",https://amtil.com.au/directory/
53052214132,Raymax Applications,Manufacturing,AMTIL,NSW,2106,25,true,false,"","","","","",https://amtil.com.au/directory/
51057134522,Shisham Stanley Group,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
30080508603,Successful Endeavours Pty Ltd,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
37005403350,PNOinsurance,Service Provider,NorthLink-FoodSvc,VIC,3145,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/service-provider-directory/
76091205211,Integrated Construction Modelling,"",ABR-Search,SA,5022,25,true,false,"","","","","",""
60006224415,Dimac Tooling Pty Ltd,Manufacturing,AMTIL,VIC,3175,25,true,false,"","","","","",https://amtil.com.au/directory/
21006633754,Fischer Plastic Products,Manufacturing,AMTIL,VIC,3170,25,true,false,"","","","","",https://amtil.com.au/directory/
13308821704,MIDAS MODELLING TRUST,"",ABR-Search,VIC,3081,25,true,false,"","","","","",""
42092340700,HUBTEX Australia,Manufacturing,AMTIL,NSW,2765,25,true,false,"","","","","",https://amtil.com.au/directory/
59050242683,Lightwave Technology,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
21084315195,Dimattina Coffee,Manufacturing,NorthLink-FoodMfg,VIC,3073,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
70063009521,GEM College of International Business (Australia) Pty Ltd,Education/Training,RTO,SA,5082,25,true,false,"","","","","",https://training.gov.au/organisation/details/0366
15084974541,Kemppi Australia Pty Ltd,Manufacturing,AMTIL,NSW,2164,25,true,false,"","","","","",https://amtil.com.au/directory/
60000161106,Colchester Machine Tool Solutions Pty Ltd,Manufacturing,AMTIL,NSW,2147,25,true,false,"","","","","",https://amtil.com.au/directory/
64074228005,Leussink Engineering Pty Ltd,Manufacturing,AMTIL,NSW,2526,25,true,false,"","","","","",https://amtil.com.au/directory/
16021300521,William Buck Pty Ltd,Manufacturing,AMTIL,VIC,2000,25,true,false,"","","","","",https://amtil.com.au/directory/
48005793911,Inductotherm Group Australia,Manufacturing,AMTIL,VIC,3198,25,true,false,"","","","","",https://amtil.com.au/directory/
92001259749,Alumac Industries Pty Ltd,Manufacturing,AMTIL,NSW,2229,25,true,false,"","","","","",https://amtil.com.au/directory/
93050049299,Think: Colleges Pty Ltd,Education/Training,RTO,NSW,2010,25,true,false,"","","","","",https://training.gov.au/organisation/details/0269
51088206197,Hounslow Engineering Pty Ltd,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
45070275562,Advanced Cutting Technology Pty Ltd,Manufacturing,AMTIL,VIC,3201,25,true,false,"","","","","",https://amtil.com.au/directory/
51000151351,Bar’s Leaks,Manufacturing,AMTIL,NSW,2229,25,true,false,"","","","","",https://amtil.com.au/directory/
16083521751,CADApps Australia,Manufacturing,AMTIL,VIC,3168,25,true,false,"","","","","",https://amtil.com.au/directory/
14050028209,Efficient Lighting Systems,Manufacturing,AMTIL,VIC,3056,25,true,false,"","","","","",https://amtil.com.au/directory/
94006606515,Machinery Forum (NSW) Pty Ltd,Manufacturing,AMTIL,NSW,2116,25,true,false,"","","","","",https://amtil.com.au/directory/
92275694975,Brampton Sheetmetal Pty Ltd,Manufacturing,AMTIL,VIC,3155,25,true,false,"","","","","",https://amtil.com.au/directory/
12742407221,Norman G Clark (A/Asia) Pty Ltd,Manufacturing,AMTIL,VIC,3081,25,true,false,"","","","","",https://amtil.com.au/directory/
58552536547,Rigby Cooke Lawyers,Manufacturing,AMTIL,VIC,3000,25,true,false,"","","","","",https://amtil.com.au/directory/
91001514889,Unique Tooling,Manufacturing,AMTIL,NSW,2164,25,true,false,"","","","","",https://amtil.com.au/directory/
31052900562,ALLGATE AUTOMATION,"",ABR-Search,NSW,2565,25,true,false,"","","","","",""
32001255312,Coregas,Manufacturing,AMTIL,NSW,2161,25,true,false,"","","","","",https://amtil.com.au/directory/
96082799282,Australian College of the Arts Pty Ltd,Education/Training,RTO,VIC,3066,25,true,false,"","","","","",https://training.gov.au/organisation/details/0109
41082617525,AUTOMATION WORKS PTY LTD,"",ABR-Search,VIC,3204,25,true,false,"","","","","",""
47088359728,Syskim International Pty Ltd,Manufacturing,AMTIL,NSW,2154,25,true,false,"","","","","",https://amtil.com.au/directory/
19008201894,Zeiss Australia,Manufacturing,AMTIL,NSW,5160,25,true,false,"","","","","",https://amtil.com.au/directory/
42076185389,EMBEDDED SOLUTIONS (AUST) PTY. LTD.,"",ABR-Search,VIC,3204,25,true,false,"","","","","",""
67413472774,Caravan Industry Association - Victoria,Manufacturing,NorthLink-MfgPartner,VIC,3003,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/
64000943297,AUTOMATION FEEDING DEVICES PTY LTD,"",ABR-Search,NSW,2141,25,true,false,"","","","","",""
71641326020,SWI Engineering,Manufacturing,AMTIL,VIC,3280,25,true,false,"","","","","",https://amtil.com.au/directory/
41051976035,AUTOMATION COMPONENTS,"",ABR-Search,NSW,2153,25,true,false,"","","","","",""
90006504874,Modelling Training Institute,"",ABR-Search,VIC,3129,25,true,false,"","","","","",""
47004327342,Lovitt Technologies Australia,Manufacturing,AMTIL,VIC,3088,25,true,false,"","","","","",https://amtil.com.au/directory/
90007145520,Edlyn Foods,Manufacturing,NorthLink-FoodMfg,VIC,3076,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
25058401693,GRANT MODELLING PTY. LIMITED,"",ABR-Search,NSW,2094,25,true,false,"","","","","",""
13592263875,Sweet By Nature,Manufacturing,NorthLink-FoodMfg,VIC,3081,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
49881724827,Whittlesea Food Collective,Service Provider,NorthLink-FoodSvc,VIC,3076,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/service-provider-directory/
30071163249,Sussex Taps,Manufacturing,NorthLink-MfgPartner,VIC,3061,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/
96065126605,Electric Motor Power Pty Ltd,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
84050285731,Whyte Public Relations,Manufacturing,AMTIL,NSW,2065,25,true,false,"","","","","",https://amtil.com.au/directory/
30003723448,Guhring Pty Ltd,Manufacturing,AMTIL,VIC,3170,25,true,false,"","","","","",https://amtil.com.au/directory/
37005285101,Rosebank Engineering Pty Ltd,Manufacturing,AMTIL,VIC,3153,25,true,false,"","","","","",https://amtil.com.au/directory/
94005286215,Hargo Engineering Pty Ltd,Manufacturing,AMTIL,VIC,3136,25,true,false,"","","","","",https://amtil.com.au/directory/
40001786858,Platform GSK,"",ABR-Search,NSW,2009,25,true,false,"","","","","",""
14535659951,embeddedMSP,"",ABR-Search,NSW,2147,25,true,false,"","","","","",""
21850810620,Pressure and Safety Systems,Manufacturing,AMTIL,VIC,3168,25,true,false,"","","","","",https://amtil.com.au/directory/
83357940807,EMBODIED BUILD,"",ABR-Search,VIC,3004,25,true,false,"","","","","",""
61748524226,Relational Modelling & Analysis,"",ABR-Search,NSW,2300,25,true,false,"","","","","",""
12074222549,ICAL,Service Provider,NorthLink-FoodSvc,NSW,2148,25,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/service-provider-directory/
51112406696,EMBEDDED ELECTRONICS DESIGN SERVICES,"",ABR-Search,VIC,3336,25,true,false,"","","","","",""
57507607457,The Trustee for the Salvation Army (NSW) Property Trust,Education/Training,RTO,NSW,2150,25,true,false,"","","","","",https://training.gov.au/organisation/details/0328
94093719245,RESOURCE MODELLING ASSOCIATES PTY LIMITED,"",ABR-Search,NSW,2073,25,true,false,"","","","","",""
33094304542,SYSTEMIZE PTY LTD,"",ABR-Search,NSW,2337,25,true,false,"","","","","",""
78094326673,SYSTEMSOLVE PTY LTD,"",ABR-Search,VIC,3149,25,true,false,"","","","","",""
72094238356,SYSTEMNET PTY LIMITED,"",ABR-Search,NSW,2022,25,true,false,"","","","","",""
60094339563,Farley LaserLab Australia,Manufacturing,AMTIL,VIC,3020,25,true,false,"","","","","",https://amtil.com.au/directory/
24094608705,Monash Innovation Labs,Manufacturing,AMTIL,VIC,3051,25,true,false,"","","","","",https://amtil.com.au/directory/
29095309809,EMBEDDED TECHNOLOGIES PTY LTD,"",ABR-Search,VIC,3072,25,true,false,"","","","","",""
68095143481,Renishaw Oceania Pty Ltd,Manufacturing,AMTIL,VIC,3173,25,true,false,"","","","","",https://amtil.com.au/directory/
70084149360,ARBITER MODELING SYSTEMS PTY. LTD.,"",ABR-Search,VIC,3186,25,true,false,"","","","","",""
86035336768,HW Technologies,Manufacturing,AMTIL,NSW,2151,25,true,false,"","","","","",https://amtil.com.au/directory/
14563955163,Align.me,Service Provider,NorthLink-FoodSvc,VIC,3065,24,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/service-provider-directory/
68083353995,AERONAUT AUTOMATION PTY LIMITED,"",ABR-Search,NSW,2084,24,true,false,"","","","","",""
95097348055,Arrow Laser Australia Pty Ltd,Manufacturing,AMTIL,VIC,3061,24,true,false,"","","","","",https://amtil.com.au/directory/
97097361898,E-STRUCT BIM ENGINEERING MODELLING,"",ABR-Search,VIC,3199,24,true,false,"","","","","",""
20097402750,PLATFORM DATA,"",ABR-Search,NSW,2000,24,true,false,"","","","","",""
52097769910,Diamond Abrasives Australia,Manufacturing,AMTIL,VIC,3068,24,true,false,"","","","","",https://amtil.com.au/directory/
44098080892,Summers Engineering,Manufacturing,AMTIL,NSW,2100,24,true,false,"","","","","",https://amtil.com.au/directory/
50098767821,Floridia Cheese,Manufacturing,NorthLink-FoodMfg,VIC,3074,24,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
32098747927,The LaserXperts Pty Ltd,Manufacturing,AMTIL,NSW,2484,24,true,false,"","","","","",https://amtil.com.au/directory/
82099070872,Shearform Industries Pty Ltd,Manufacturing,AMTIL,VIC,3175,23,true,false,"","","","","",https://amtil.com.au/directory/
83100587595,BEST PRACTICE MODELING,"",ABR-Search,VIC,3000,23,true,false,"","","","","",""
71046520474,Moka Foods,Manufacturing,NorthLink-FoodMfg,VIC,3026,23,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
96100927848,"Precision Beam, A Division of Ladder Solutions",Manufacturing,AMTIL,NSW,2567,23,true,false,"","","","","",https://amtil.com.au/directory/
30100956232,Plastool,Manufacturing,AMTIL,VIC,3195,23,true,false,"","","","","",https://amtil.com.au/directory/
20083722276,CNC Machinery Sales Australia Pty Ltd,Manufacturing,AMTIL,NSW,2107,23,true,false,"","","","","",https://amtil.com.au/directory/
12272258904,Automated Solutions Australia Pty Ltd,Manufacturing,AMTIL,SA,5068,23,true,false,"","","","","",https://amtil.com.au/directory/
75101783055,AUTOMATION & ENERGY SOLUTIONS PTY LTD,"",ABR-Search,SA,5041,23,true,false,"","","","","",""
13102301922,Calm Aluminium Pty Ltd,Manufacturing,AMTIL,NSW,2566,23,true,false,"","","","","",https://amtil.com.au/directory/
52102319102,Royal Nut Company,Manufacturing,NorthLink-FoodMfg,VIC,3056,23,true,false,"","","","","",https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/
13102455087,ELMO Software,Manufacturing,AMTIL,NSW,2000,23,true,false,"","","","","",https://amtil.com.au/directory/
85102680580,Australian Illustration and Modelling Co. Pty Ltd,"",ABR-Search,NSW,2017,23,true,false,"","","","","",""
62102702714,Rebul Packaging Pty Ltd,Manufacturing,AMTIL,VIC,4106,23,true,false,"","","","","",https://amtil.com.au/directory/
