abn,name,category,sources,state,postcode,registration_date,found_at_url
98183130622,Embodied Therapies,"",ABR-Search,SA,5049,2003-03-18 00:00:00,""
34103965411,Data Modelling Agency,"",ABR-Search,NSW,2073,2003-04-07 00:00:00,""
46104468091,Metplas Pty Ltd,Manufacturing,AMTIL,NSW,2099,2003-05-01 00:00:00,https://amtil.com.au/directory/
76104582489,SYSTEMA GROUP PTY. LTD.,"",ABR-Search,VIC,3189,2003-05-01 00:00:00,""
30105036628,DATACALL TELEMETRY PTY LTD,"",ABR-Search,VIC,3500,2003-06-10 00:00:00,""
80244850651,JBO Engineering Pty Ltd,Manufacturing,AMTIL,VIC,3137,2003-07-01 00:00:00,https://amtil.com.au/directory/
52004791511,ePac Flexible Packaging,Service Provider/Manufacturing,NorthLink,VIC,3065,2003-07-01 00:00:00,https://epacflexibles.com/en-au/
60005079587,Wallara,Service Provider/Manufacturing,NorthLink,VIC,3996,2003-07-01 00:00:00,https://wallara.com.au/
46105521453,My Metals Pty Ltd,Manufacturing,AMTIL,NSW,2850,2003-07-14 00:00:00,https://amtil.com.au/directory/
31106092068,BusinessHub Pty Ltd,Manufacturing,AMTIL,VIC,3008,2003-09-01 00:00:00,https://amtil.com.au/directory/
11106371439,Sheetmetal Machinery Australia Pty Ltd,Manufacturing,AMTIL,VIC,3765,2003-10-10 00:00:00,https://amtil.com.au/directory/
88106739584,Ultimate Laser Pty Ltd,Manufacturing,AMTIL,VIC,3175,2003-10-20 00:00:00,https://amtil.com.au/directory/
48836338686,AUTOMATION RECRUITMENT,"",ABR-Search,NSW,2095,2003-12-01 00:00:00,""
57107937888,AUTOMATION ASAP PTY LTD,"",ABR-Search,VIC,3195,2004-02-10 00:00:00,""
58589068697,Embedded Network Services,"",ABR-Search,VIC,3040,2004-02-12 00:00:00,""
72108414080,Contact Us,Service Provider/Manufacturing,NorthLink,VIC,3205,2004-04-01 00:00:00,""
44109776098,Embedded Logic Solutions Pty Ltd,Manufacturing,"AMTIL,ABR-Search",NSW,2150,2004-07-01 00:00:00,https://amtil.com.au/directory/
12109506970,Fusion5,Manufacturing,AMTIL,VIC,3000,2004-07-01 00:00:00,https://amtil.com.au/directory/
51109272602,Smenco Pty Ltd,Manufacturing,AMTIL,VIC,3061,2004-07-01 00:00:00,https://amtil.com.au/directory/
53364906235,Barkly Smokehouse,Service Provider/Manufacturing,NorthLink,VIC,3076,2004-07-01 00:00:00,https://www.barkly.com.au/
75110427364,CONTROL & TELEMETRY SOLUTIONS PTY LTD,"",ABR-Search,VIC,3806,2004-08-23 00:00:00,""
50111018930,Punchtech Australia Pty Ltd,Manufacturing,AMTIL,VIC,3201,2004-10-01 00:00:00,https://amtil.com.au/directory/
49102691332,Systemax,"",ABR-Search,VIC,3170,2004-10-18 00:00:00,""
26111466838,Met Optix,Manufacturing,AMTIL,VIC,3138,2004-10-21 00:00:00,https://amtil.com.au/directory/
95908559496,Ferguson Plarre,Service Provider/Manufacturing,NorthLink,VIC,3227,2004-10-26 00:00:00,https://www.fergusonplarre.com.au/
61632791415,Pixelstorm,Manufacturing,AMTIL,VIC,3121,2005-01-21 00:00:00,https://amtil.com.au/directory/
77112815200,BAC Systems Pty Ltd,Manufacturing,AMTIL,NSW,2761,2005-02-07 00:00:00,https://amtil.com.au/directory/
18113737616,Concept Design Modelling Pty Ltd,"",ABR-Search,NSW,2072,2005-04-14 00:00:00,""
34113829655,Packserv Australia,Manufacturing,AMTIL,NSW,2204,2005-04-19 00:00:00,https://amtil.com.au/directory/
68114527132,GP Graders Victoria,Manufacturing,AMTIL,VIC,3149,2005-05-31 00:00:00,https://amtil.com.au/directory/
22115127583,Mullins Advisory,Service Provider/Manufacturing,NorthLink,VIC,3084,2005-07-05 00:00:00,http://www.mullinsadvisory.com.au/
36115776979,ALLBIZ AUTOMATION PTY LTD,"",ABR-Search,VIC,3033,2005-08-15 00:00:00,""
49116337029,AUTOMATION & ROBOTIC TECHNOLOGIES PTY. LTD.,"",ABR-Search,VIC,3153,2005-09-21 00:00:00,""
56116420485,SBH Solutions,Manufacturing,AMTIL,SA,5066,2005-09-27 00:00:00,https://amtil.com.au/directory/
55116622176,ATLAS AUTOMATION PTY. LTD.,"",ABR-Search,VIC,3165,2005-10-12 00:00:00,""
60489235807,Wasteflex,Service Provider/Manufacturing,NorthLink,VIC,3130,2005-10-24 00:00:00,https://wasteflex.com.au/
72079032955,SYSTEMHUB,"",ABR-Search,VIC,3934,2005-12-01 00:00:00,""
38118030247,AUTOMATION & PACKAGING PTY LTD,"",ABR-Search,VIC,3051,2006-01-25 00:00:00,""
75082334156,Diverseco,Manufacturing,AMTIL,SA,6155,2006-02-01 00:00:00,https://amtil.com.au/directory/
94118213111,PLATFORM XXIV PTY LTD,"",ABR-Search,NSW,2044,2006-02-07 00:00:00,""
